Temperature (K)	Magnetic Field (Oe)	Moment (emu)	M. Std. Err. (emu)
9.999707222	-1750.27948	-0.000157672	2.35E-07
10.00018358	-1742.238647	-0.000157522	2.01E-07
10.00051975	-1734.177551	-0.000157673	2.25E-07
10.00054979	-1726.023376	-0.00015714	2.27E-07
10.00030804	-1718.211609	-0.000156903	2.34E-07
9.999998093	-1710.260742	-0.000157011	2.46E-07
9.999759197	-1702.026245	-0.000157012	2.45E-07
9.999502659	-1693.936768	-0.000157064	2.25E-07
9.999457836	-1686.051697	-0.000157026	2.35E-07
9.999688625	-1678.194946	-0.000156818	2.39E-07
9.999965191	-1670.267334	-0.00015653	2.26E-07
10.00009155	-1661.980713	-0.000156267	2.50E-07
9.999971867	-1654.148071	-0.000156492	2.60E-07
10.00008678	-1646.237854	-0.000156488	2.49E-07
10.00021982	-1638.24646	-0.000156207	2.37E-07
10.00010586	-1630.273926	-0.000156321	2.27E-07
9.999807358	-1622.268311	-0.000155883	2.19E-07
9.999873638	-1614.017395	-0.000156151	2.42E-07
10.00020933	-1606.19696	-0.000156116	2.28E-07
10.00015831	-1598.160217	-0.000155985	2.52E-07
9.999962807	-1590.406372	-0.000156088	2.09E-07
10.00002384	-1581.996582	-0.000155649	2.08E-07
10.00009346	-1573.938354	-0.0001555	2.12E-07
10.00000715	-1566.102234	-0.000155496	2.55E-07
10.00018454	-1558.400269	-0.000155622	2.77E-07
10.00056314	-1550.332703	-0.000155578	2.41E-07
10.0006156	-1542.34198	-0.00015525	2.35E-07
10.00025415	-1534.345215	-0.000155399	2.53E-07
9.999843121	-1526.335449	-0.000155236	2.15E-07
9.999379635	-1518.273682	-0.000154988	2.41E-07
9.99926281	-1510.302002	-0.000155167	2.07E-07
9.999547005	-1502.159729	-0.000155083	2.42E-07
9.999752045	-1494.499146	-0.000154893	2.52E-07
9.999977589	-1486.404297	-0.000154825	2.24E-07
10.00009871	-1478.357361	-0.000154917	2.42E-07
10.00015402	-1470.289612	-0.000154577	2.26E-07
10.00024176	-1462.294495	-0.000154459	2.18E-07
10.00007582	-1454.461304	-0.000154398	2.64E-07
9.99994421	-1446.41687	-0.000154422	2.38E-07
10.0000639	-1438.572998	-0.000154168	2.23E-07
10.00004482	-1430.541443	-0.000154159	2.35E-07
10.00004816	-1422.720337	-0.000153968	2.24E-07
10.00002241	-1414.69928	-0.000153905	2.12E-07
9.999738693	-1406.492493	-0.000153713	2.37E-07
9.999623299	-1398.404175	-0.000153856	2.35E-07
9.999676228	-1390.516235	-0.000153444	2.23E-07
9.999566555	-1382.521179	-0.00015346	2.07E-07
9.999336243	-1374.556335	-0.000153421	2.28E-07
9.999559879	-1366.492065	-0.000153071	2.40E-07
10.00014162	-1358.551575	-0.000153	2.17E-07
10.00021076	-1350.541809	-0.000153065	2.10E-07
10.00017738	-1342.653809	-0.00015292	2.36E-07
10.00037336	-1334.69165	-0.000153122	2.19E-07
10.00049448	-1326.507263	-0.000152699	2.33E-07
10.00036764	-1318.519165	-0.000152757	2.30E-07
10.00012016	-1310.744629	-0.000152654	2.15E-07
9.99938488	-1302.528198	-0.00015251	2.49E-07
9.999052048	-1294.657532	-0.000152612	2.24E-07
9.999670506	-1286.414307	-0.000152093	2.67E-07
10.00000381	-1278.649292	-0.000152246	2.40E-07
9.999995708	-1270.653381	-0.000151867	2.27E-07
10.00001478	-1262.663452	-0.000152032	2.37E-07
10.00023365	-1254.574402	-0.00015205	2.05E-07
10.0003686	-1246.722778	-0.000151625	2.37E-07
10.00003672	-1238.55658	-0.000151883	2.33E-07
9.999717712	-1230.850403	-0.000151427	2.65E-07
9.999833584	-1222.806824	-0.000151379	2.34E-07
10.00011158	-1214.592102	-0.000151268	2.15E-07
10.00023365	-1206.754395	-0.00015115	2.48E-07
10.00011635	-1198.708313	-0.000151136	2.31E-07
9.99997139	-1190.722961	-0.00015101	2.10E-07
9.999918938	-1182.721802	-0.000151128	2.36E-07
9.999845028	-1174.756836	-0.000150797	2.43E-07
9.999871731	-1166.741943	-0.000150715	2.48E-07
9.999825001	-1158.726135	-0.000150346	2.26E-07
9.999570847	-1150.724121	-0.000150257	2.11E-07
9.999474525	-1142.721313	-0.000149899	2.02E-07
9.999725342	-1134.646606	-0.00015019	2.12E-07
10.00007486	-1126.602478	-0.000149842	2.36E-07
10.00021219	-1118.655762	-0.000149947	2.37E-07
10.00015926	-1110.635437	-0.000149846	2.29E-07
10.00002956	-1102.743225	-0.000149446	2.23E-07
9.999952793	-1094.755188	-0.000149469	1.87E-07
9.999843597	-1086.974548	-0.000149775	2.22E-07
9.999436378	-1078.785828	-0.000149335	2.45E-07
9.999378681	-1070.837708	-0.000149042	2.08E-07
9.999725819	-1062.81488	-0.000149003	2.43E-07
9.999876499	-1054.859619	-0.000148861	1.99E-07
9.999750137	-1047.024414	-0.000148769	2.40E-07
9.999687672	-1038.721436	-0.000148773	2.09E-07
9.999957085	-1030.746582	-0.000148426	2.47E-07
10.00029373	-1022.821655	-0.000148291	2.37E-07
10.00039339	-1014.779602	-0.000148325	2.39E-07
10.00043392	-1006.521606	-0.000148133	2.65E-07
10.0004549	-998.7831421	-0.000147747	2.27E-07
10.00045919	-990.7889709	-0.000147694	2.34E-07
10.00054932	-982.9341431	-0.000147665	2.40E-07
10.0004921	-974.8673096	-0.00014758	2.04E-07
10.00016689	-966.835083	-0.000147487	2.42E-07
9.999750137	-958.9671936	-0.000147202	2.30E-07
9.999558449	-950.749939	-0.000147298	2.08E-07
9.999523163	-942.9029236	-0.000146991	2.17E-07
9.999723911	-935.0460815	-0.000146882	2.28E-07
10.0003767	-927.1684875	-0.000146622	2.33E-07
10.00072098	-919.1001282	-0.000146438	2.35E-07
10.0004735	-910.9211426	-0.000146327	2.40E-07
10.0002346	-902.9464111	-0.000146311	2.71E-07
9.999953747	-895.0230713	-0.000145876	3.08E-07
9.999607563	-886.967804	-0.0001459	2.49E-07
9.999594212	-879.1851807	-0.000145772	2.29E-07
9.999516487	-871.3751221	-0.00014566	2.51E-07
9.999180317	-863.4120789	-0.000145509	2.58E-07
9.999337196	-855.1792908	-0.000145339	2.46E-07
9.999917507	-847.2991333	-0.000145355	2.21E-07
10.00001526	-839.3074951	-0.000145172	2.45E-07
9.999551296	-831.1620789	-0.000144869	2.18E-07
9.9993186	-822.6984558	-0.000144915	2.26E-07
9.999740124	-815.1226807	-0.000144578	2.44E-07
10.00027752	-807.3612366	-0.000144247	2.31E-07
10.00037766	-799.1871338	-0.000144236	2.43E-07
10.00019455	-791.2507019	-0.000144017	2.25E-07
10.0000782	-783.2581787	-0.000143883	2.36E-07
10.00012636	-775.2131042	-0.000143868	2.50E-07
10.00026178	-767.050415	-0.000143463	2.74E-07
10.00030279	-758.9722595	-0.000143705	2.34E-07
10.00019455	-751.4017334	-0.000143383	2.12E-07
10.0000062	-743.0932617	-0.000143226	2.28E-07
9.999722481	-735.3172913	-0.000142874	2.27E-07
9.999750137	-727.3472595	-0.000142814	2.39E-07
10.00005007	-719.3569031	-0.00014257	2.25E-07
10.00022125	-711.352417	-0.000142316	2.23E-07
10.00000954	-703.199585	-0.000142217	2.57E-07
9.999567032	-695.4294739	-0.000142004	2.16E-07
9.999364376	-687.4067383	-0.000141871	2.26E-07
9.999490738	-679.2982788	-0.000141628	2.87E-07
9.999956131	-671.3983459	-0.000141773	2.71E-07
10.00045967	-663.5589905	-0.000141171	2.41E-07
10.00073576	-655.4522705	-0.000141053	2.09E-07
10.0007453	-647.4098816	-0.000141081	2.16E-07
10.00043058	-639.5221863	-0.00014072	2.02E-07
9.999958515	-631.543335	-0.000140843	2.12E-07
9.9997015	-623.438324	-0.000140452	2.13E-07
9.999583244	-615.4744568	-0.000140193	2.44E-07
9.999493599	-607.4820557	-0.00013979	2.16E-07
9.999652386	-599.3848572	-0.000139856	2.22E-07
9.999815464	-591.5946655	-0.000139812	2.28E-07
9.999625206	-583.4319458	-0.000139413	2.15E-07
9.999528885	-575.4654541	-0.000139388	2.45E-07
10.00003004	-567.3278198	-0.000139056	2.20E-07
10.00050259	-559.4654846	-0.00013898	2.31E-07
10.00004768	-551.4283447	-0.000138683	2.37E-07
9.999741077	-543.2456665	-0.000138634	2.16E-07
10.00024748	-535.5169983	-0.000138242	2.28E-07
10.00049019	-527.4977417	-0.000138106	2.25E-07
10.00042772	-519.4567871	-0.00013792	2.33E-07
10.00015545	-511.660553	-0.000137411	2.49E-07
9.999786377	-503.910202	-0.000137285	2.27E-07
9.999538422	-495.4517212	-0.00013714	1.97E-07
9.999480247	-487.490387	-0.000136899	2.20E-07
9.999698639	-479.7149811	-0.000136697	2.15E-07
9.999708176	-471.6844635	-0.000136274	2.42E-07
9.999529362	-463.6929016	-0.000136176	2.21E-07
9.99972105	-455.657135	-0.000135703	2.76E-07
10.0000906	-447.5824432	-0.00013558	2.32E-07
10.00030708	-439.6144257	-0.000135335	2.44E-07
10.00058222	-431.8708344	-0.000135256	2.22E-07
10.00040531	-423.4919128	-0.000135025	2.43E-07
9.99973774	-415.4658051	-0.000134689	2.29E-07
9.999406815	-407.6440735	-0.000134683	2.22E-07
9.999472618	-399.6970062	-0.000134096	2.26E-07
9.999492645	-391.5702057	-0.000133986	2.41E-07
9.999558926	-383.6307068	-0.000133879	2.32E-07
9.999568462	-375.4593201	-0.000133438	2.33E-07
9.999467373	-367.6423492	-0.000133045	2.19E-07
9.99960804	-359.6671906	-0.00013303	2.12E-07
10.00006962	-351.6237335	-0.000132714	2.53E-07
10.00037098	-343.5974426	-0.00013224	2.32E-07
10.00047684	-335.8894806	-0.00013203	2.31E-07
10.0004077	-327.6549377	-0.000131596	2.33E-07
10.00029039	-319.6598816	-0.000131554	2.54E-07
10.00039291	-311.5791779	-0.000131179	2.56E-07
10.00049686	-303.7846985	-0.000130849	1.78E-07
10.00042486	-295.7680054	-0.000130272	2.10E-07
10.0002346	-287.8066864	-0.000130324	2.43E-07
10.00004339	-279.8938599	-0.00012997	2.39E-07
9.999824524	-271.8616028	-0.000129793	2.35E-07
9.999409676	-263.6157532	-0.000129416	2.01E-07
9.999191284	-255.7814713	-0.000129054	2.48E-07
9.999482155	-247.5304871	-0.000128745	2.16E-07
9.9999156	-239.7984619	-0.000128517	2.20E-07
10.00020838	-231.6801605	-0.000128285	2.82E-07
10.00030994	-223.7018967	-0.000127705	2.33E-07
10.0002346	-215.8442383	-0.000127263	2.03E-07
10.00010014	-207.8716507	-0.000126899	2.36E-07
9.999942303	-199.8506393	-0.000126573	2.11E-07
9.999768734	-191.8209915	-0.000126294	2.27E-07
9.999807358	-183.9029694	-0.000125904	2.09E-07
9.999909878	-176.124939	-0.000125528	2.39E-07
9.999921322	-167.9379425	-0.000125317	2.45E-07
10.00001431	-159.8710632	-0.000124629	1.96E-07
10.00008106	-151.831871	-0.000124384	2.31E-07
10.00018215	-143.7494049	-0.000124121	2.18E-07
10.00013828	-135.8498993	-0.000123582	2.25E-07
9.999780655	-127.8566093	-0.000123062	2.22E-07
9.999783993	-119.7030334	-0.000122841	2.56E-07
10.0000248	-111.874733	-0.000122205	2.42E-07
9.99996233	-103.8087769	-0.000121834	2.36E-07
9.99986887	-95.74836731	-0.000121509	2.42E-07
9.999944687	-87.86623764	-0.000120728	2.39E-07
9.999871731	-79.86774445	-0.000120467	2.08E-07
9.999556541	-71.79045868	-0.000119993	2.27E-07
9.99937439	-63.83349419	-0.000119414	2.41E-07
9.999283314	-55.88862228	-0.000119184	2.01E-07
9.999343872	-47.88662148	-0.000118384	2.32E-07
9.999954224	-39.9305172	-0.000117843	2.34E-07
10.00034142	-32.11528111	-0.000117397	2.12E-07
10.00005484	-23.85910034	-0.000116609	2.15E-07
9.999666214	-15.83982658	-0.000115929	2.36E-07
9.999470234	-7.866413116	-0.000115313	2.37E-07
9.999499321	-0.062408209	-0.000114852	2.09E-07
9.999838829	8.197212458	-0.000114198	2.27E-07
10.00024128	16.21996975	-0.000113549	2.27E-07
10.00027657	24.03868008	-0.000112883	2.51E-07
10.00007248	32.10012913	-0.000112259	2.54E-07
10.00001431	40.19470978	-0.000111618	2.14E-07
10.00026846	48.25033951	-0.000110896	2.61E-07
10.00038815	56.16057205	-0.000110119	2.24E-07
10.00023413	64.38043785	-0.000109242	2.20E-07
10.00017786	72.40235138	-0.000108365	2.27E-07
10.00006294	79.96858215	-0.000107834	2.62E-07
10.00006247	87.98952103	-0.000106879	2.25E-07
10.00015259	96.0103569	-0.000105905	2.63E-07
10.00028133	103.7659492	-0.000105617	2.54E-07
10.00039005	111.9298096	-0.000104521	2.11E-07
10.00029325	120.1423454	-0.000103733	2.11E-07
10.0002327	127.9601555	-0.000102603	2.37E-07
10.00019693	135.733429	-0.000101893	2.53E-07
10.00020838	143.6973343	-0.000101092	2.34E-07
10.0004549	151.9492264	-0.000100355	2.50E-07
10.0006175	159.9719543	-9.93E-05	2.20E-07
10.00023603	167.9306641	-9.85E-05	2.42E-07
9.999864101	175.9750671	-9.76E-05	2.25E-07
9.999765873	183.8500366	-9.66E-05	1.84E-07
9.999433517	192.0095901	-9.52E-05	2.36E-07
9.999330521	199.8210907	-9.45E-05	2.16E-07
9.999452114	208.3088303	-9.34E-05	2.32E-07
9.999790668	215.6917801	-9.20E-05	2.62E-07
10.0000968	223.9272461	-9.11E-05	2.44E-07
10.00010729	231.674118	-8.98E-05	2.50E-07
9.999949455	239.7159042	-8.82E-05	2.30E-07
9.999846458	247.9885406	-8.68E-05	2.53E-07
9.999538898	256.1590195	-8.52E-05	2.55E-07
9.999269485	263.9015808	-8.33E-05	2.26E-07
9.99941206	271.7800293	-8.14E-05	2.39E-07
9.999459743	279.7819977	-7.88E-05	2.26E-07
9.999556541	287.670578	-7.61E-05	2.55E-07
10.00002241	295.7495575	-7.31E-05	2.20E-07
10.00043774	303.8484802	-6.92E-05	2.49E-07
10.00035191	311.771759	-6.54E-05	2.55E-07
10.00004673	319.5635071	-6.10E-05	2.65E-07
10.0001893	327.4756012	-5.63E-05	2.86E-07
10.0005393	335.5234833	-5.14E-05	2.80E-07
10.00056505	343.5703888	-4.66E-05	2.93E-07
10.00040007	351.6477051	-4.16E-05	3.03E-07
10.00011396	359.6184998	-3.68E-05	3.11E-07
10.0000577	367.3817596	-3.20E-05	2.93E-07
10.00038767	375.5341644	-2.76E-05	2.70E-07
10.0002737	383.7922974	-2.24E-05	2.79E-07
10.0000596	391.6168518	-1.78E-05	2.88E-07
10.00011587	399.5893707	-1.21E-05	3.24E-07
10.00015736	407.3492432	-5.68E-06	3.25E-07
10.00017881	415.6201782	1.63E-06	3.19E-07
10.00014639	423.6524353	9.41E-06	3.25E-07
10.00015497	431.614624	1.74E-05	3.02E-07
10.00031376	439.3970032	2.55E-05	3.57E-07
10.00017643	447.6073914	3.31E-05	3.59E-07
9.999891281	455.6435699	4.12E-05	3.52E-07
9.999618053	463.6740723	4.95E-05	3.81E-07
9.999534607	471.6600037	5.74E-05	3.41E-07
9.999692917	479.7905121	6.51E-05	3.34E-07
10.0001564	487.7907562	7.20E-05	3.11E-07
10.00068188	495.7765198	7.80E-05	2.93E-07
10.00044107	503.3557129	8.40E-05	3.04E-07
9.999714851	511.4987488	8.90E-05	2.73E-07
9.999200821	519.5310364	9.38E-05	2.80E-07
9.999154091	527.4508057	9.79E-05	2.69E-07
9.999752522	535.1838074	0.000102059	2.48E-07
10.00049543	543.3370667	0.000106028	2.77E-07
10.00042534	551.3373413	0.000109567	2.55E-07
10.00016642	559.2839661	0.000112765	2.37E-07
10.00032091	567.5374756	0.000115717	2.48E-07
10.0001173	575.3484192	0.000118285	2.56E-07
9.999840736	583.5561829	0.000120502	2.02E-07
10	591.322937	0.000122444	2.29E-07
10.0002408	599.3508911	0.000124347	2.05E-07
10.00056934	607.2749939	0.000125992	2.25E-07
10.00071335	615.3237305	0.000127003	2.44E-07
10.00027609	623.15625	0.000127872	2.26E-07
9.99983263	631.1807251	0.000128937	2.11E-07
9.999678135	639.3625488	0.000129866	2.33E-07
9.999475479	647.3919067	0.000130666	2.53E-07
9.999330521	655.2357483	0.000131404	2.09E-07
9.999547958	663.3364563	0.000131684	2.36E-07
10.00003672	671.289093	0.000132377	2.10E-07
10.00037766	679.2927856	0.000132807	2.34E-07
10.00022411	687.3882751	0.00013328	2.44E-07
9.999848843	695.3426208	0.000133751	2.34E-07
9.999798775	703.0626526	0.000134224	2.04E-07
9.999951839	711.1053162	0.000134653	2.29E-07
10.00021791	719.1505432	0.000135063	2.32E-07
10.00047636	727.1247864	0.000135312	2.18E-07
10.00037766	735.3083496	0.00013587	2.27E-07
10.00008869	743.1270447	0.000136003	2.18E-07
10.00013065	751.3322144	0.000136518	2.17E-07
10.00007582	759.11026	0.000136792	2.03E-07
9.999591351	767.1771851	0.000136943	2.75E-07
9.999398232	775.24823	0.000137322	2.26E-07
9.999541283	783.12146	0.000137468	2.08E-07
9.999577522	791.0628662	0.000137942	2.01E-07
9.999816418	799.0518494	0.000138126	2.44E-07
10.00011683	807.1092834	0.000138693	1.98E-07
10.00028896	815.0576477	0.000138741	2.04E-07
10.00047684	823.0128174	0.000138676	2.47E-07
10.00012302	831.0891418	0.000139322	2.25E-07
9.999625683	839.1603394	0.000139377	2.30E-07
9.999562263	847.140686	0.00013995	2.37E-07
9.99972105	855.0872803	0.000140088	2.34E-07
9.999918938	862.9094543	0.00014049	2.38E-07
10.00016356	871.1872559	0.000140628	2.58E-07
10.00039434	878.8546143	0.000140689	2.56E-07
10.00026751	886.8453064	0.000141012	2.12E-07
9.999833107	894.8498535	0.000141431	2.58E-07
9.999599934	902.8319092	0.000141241	2.45E-07
9.999964237	910.6922302	0.000141729	2.00E-07
10.00016785	918.6647034	0.000141843	2.56E-07
9.999994278	927.0222168	0.000142136	2.36E-07
9.999882221	934.9081726	0.000142405	2.38E-07
9.999970436	942.9170227	0.00014292	2.68E-07
10.00007629	950.8109131	0.000142764	2.12E-07
9.999780655	958.8024902	0.000143333	2.23E-07
9.99956274	967.0414429	0.000143286	2.41E-07
9.999620914	974.7675171	0.000143409	2.32E-07
9.999597549	983.1701965	0.00014361	2.62E-07
9.999563217	990.7793579	0.000143711	2.12E-07
9.99982214	999.0044556	0.000143911	2.42E-07
10.0000658	1006.944153	0.000144361	1.96E-07
9.999943256	1014.742065	0.000144427	2.60E-07
9.999692917	1022.758759	0.000144672	2.38E-07
9.999629021	1030.9198	0.000144702	2.21E-07
9.999876499	1038.720276	0.000144902	2.09E-07
9.9999547	1046.795837	0.00014516	2.31E-07
9.999568939	1054.572998	0.000145681	2.17E-07
9.999406338	1062.785889	0.000145457	1.97E-07
9.999693394	1070.769653	0.00014574	2.31E-07
9.999845028	1078.796753	0.000145895	2.68E-07
10.00009918	1086.624084	0.000146042	2.43E-07
10.0004878	1094.957947	0.000146078	2.50E-07
10.00063419	1102.762878	0.000146605	2.26E-07
10.00065899	1110.940979	0.000146824	2.32E-07
10.00052309	1118.783325	0.000146879	2.14E-07
10.00042772	1126.748047	0.000147036	2.28E-07
10.00032043	1134.858032	0.00014708	2.19E-07
10.00001526	1143.143677	0.000147225	2.41E-07
9.999774456	1150.946838	0.000147483	2.35E-07
9.99977684	1158.757263	0.000147752	2.34E-07
9.999844074	1166.752808	0.000148003	2.12E-07
9.999863148	1174.583618	0.000148209	2.15E-07
9.999731541	1182.79303	0.000148253	2.20E-07
9.999504566	1190.808838	0.000148393	2.04E-07
9.999299526	1198.684753	0.000149014	2.37E-07
9.999091148	1206.632263	0.000148785	2.34E-07
9.999266624	1214.560364	0.000148816	2.23E-07
9.999843121	1222.695435	0.000148966	2.19E-07
10.00058317	1230.520203	0.000149491	2.31E-07
10.00082684	1238.586365	0.000149454	2.50E-07
10.0005064	1246.54071	0.000149779	2.56E-07
10.00037193	1254.560974	0.000149567	2.30E-07
10.00034714	1262.59668	0.000149897	2.39E-07
10.00020742	1270.536682	0.000149986	2.24E-07
10.00011206	1278.581116	0.000150233	2.48E-07
10.00007057	1286.700439	0.000150614	2.29E-07
9.999768734	1294.661255	0.000150851	2.36E-07
9.99932003	1302.606995	0.000150935	2.62E-07
9.999176502	1310.58606	0.00015088	2.15E-07
9.999655247	1318.821472	0.000151139	2.39E-07
9.999822617	1326.816528	0.000151209	2.06E-07
9.999382019	1334.51239	0.000151421	2.59E-07
9.999578476	1342.595154	0.000151853	1.98E-07
9.999984264	1350.645264	0.000151833	2.20E-07
10.00022984	1358.569275	0.00015198	2.40E-07
10.00037193	1366.546204	0.000152301	2.08E-07
10.00034285	1374.607971	0.000152222	2.32E-07
10.00028324	1382.545044	0.000152423	2.39E-07
10.00011539	1390.50116	0.000152701	2.34E-07
10.0000453	1398.515259	0.000152812	2.42E-07
10.00019217	1406.371155	0.000153086	2.50E-07
10.00026798	1414.556396	0.000153039	2.42E-07
9.999948502	1422.642273	0.000153272	1.96E-07
9.999749184	1430.379822	0.000153654	2.32E-07
9.999931812	1438.456848	0.000153478	2.13E-07
10.00033092	1446.268616	0.000153577	2.14E-07
10.0004797	1454.485901	0.000153821	2.09E-07
10.0005312	1462.468445	0.000154075	2.27E-07
10.00065041	1470.298645	0.000154241	2.33E-07
10.00056171	1478.308594	0.000154234	2.00E-07
10.00016165	1486.290527	0.000154417	2.21E-07
9.999630928	1494.370483	0.000154633	1.94E-07
9.999222755	1502.527954	0.000154645	2.41E-07
9.999283791	1510.351074	0.000154965	2.08E-07
9.999788761	1518.559875	0.000155392	2.41E-07
10.00041723	1526.349915	0.000155369	2.37E-07
10.00072813	1534.157166	0.000155427	2.24E-07
10.00039482	1542.551819	0.000155491	2.35E-07
9.999738693	1550.284851	0.000155651	2.34E-07
9.999405861	1558.339539	0.000155609	1.99E-07
9.999660492	1566.315491	0.000155845	2.06E-07
9.999861717	1574.32782	0.000156174	2.43E-07
9.999729633	1582.539978	0.000156085	2.21E-07
9.999872208	1590.299011	0.000156418	2.25E-07
10.00002766	1598.525818	0.000156262	2.41E-07
9.999891281	1606.352722	0.000156619	2.06E-07
9.999867916	1614.329651	0.00015653	2.16E-07
10.00011063	1622.307678	0.000156821	2.22E-07
10.00063038	1630.853455	0.000156924	2.16E-07
10.00047302	1638.298706	0.000156918	2.34E-07
10.00020075	1646.091614	0.000157004	2.37E-07
10.00019693	1654.217102	0.000157094	2.40E-07
10.00025845	1662.049561	0.000157218	2.27E-07
10.00026751	1670.199402	0.000157335	1.97E-07
10.00041389	1678.206543	0.000157379	2.34E-07
10.00017595	1686.25354	0.000157614	2.21E-07
9.999633789	1694.07312	0.000157543	2.45E-07
9.999592304	1702.320618	0.000157865	2.42E-07
9.999871254	1710.226563	0.000157742	2.15E-07
10.00004482	1718.235413	0.000157896	2.10E-07
9.999918461	1726.267761	0.00015795	2.09E-07
9.999604702	1734.085693	0.000158043	2.23E-07
9.999479771	1742.261169	0.000158275	2.38E-07
9.999629974	1750.055786	0.000158518	2.15E-07
9.999577045	1758.114868	0.000158383	4.35E-07
9.99941206	1765.713867	0.000158353	2.15E-07
9.999768257	1773.680359	0.000158709	2.44E-07
10.00035572	1781.63562	0.000158649	2.58E-07
10.00061512	1789.706848	0.000158878	2.25E-07
10.00063133	1797.881958	0.000158965	2.58E-07
10.00041819	1805.830261	0.000158874	2.08E-07
10.00009871	1813.689453	0.000159265	2.59E-07
9.999834538	1822.131592	0.000158989	2.07E-07
9.999676704	1829.966736	0.000159017	2.55E-07
9.999684334	1837.819946	0.000159594	2.15E-07
9.999829292	1845.736267	0.00015947	2.09E-07
10.00002146	1853.743591	0.000159584	2.12E-07
10.00014067	1861.770691	0.000159689	2.68E-07
9.999916553	1869.661743	0.000159427	2.33E-07
9.999742031	1877.628235	0.000159683	2.28E-07
9.999643803	1885.601685	0.000159762	2.38E-07
9.999549866	1893.920532	0.000159813	1.97E-07
9.999857426	1901.685547	0.000160034	2.28E-07
10.00008345	1909.727905	0.000160163	2.25E-07
10.00023794	1917.516296	0.000160108	2.16E-07
10.00004625	1925.664368	0.000160044	2.17E-07
9.999851227	1933.675781	0.000160205	2.25E-07
10.00018406	1941.76947	0.000160281	2.16E-07
10.00067091	1949.774109	0.000160191	2.21E-07
10.00068092	1957.735474	0.000160566	2.08E-07
10.00043392	1965.51947	0.000160569	2.32E-07
10.00020552	1973.663269	0.000160503	2.08E-07
9.99985075	1981.679199	0.00016075	2.46E-07
9.999578953	1989.708923	0.00016088	2.35E-07
9.999564648	1999.522888	0.000160837	1.60E-07
9.9998703	1999.541016	0.000160596	1.87E-07
9.999667168	1999.541138	0.000160812	1.60E-07
