Field (T)	Resistance (Ohms)
-1905.501	2345775
-1871.501	2348314
-1837.46	2347015
-1803.554	2350408
-1769.862	2348113
-1735.888	2344755
-1701.895	2351038
-1667.918	2349349
-1635.945	2346517
-1599.916	2348703
-1565.806	2351531
-1531.993	2355894
-1497.947	2352770
-1463.94	2356315
-1430.073	2349055
-1396.129	2349249
-1361.984	2351429
-1328.024	2356311
-1294.033	2349211
-1259.957	2348942
-1225.984	2351416
-1192.004	2344601
-1158.02	2347631
-1124.015	2349784
-1090.183	2355737
-1056.099	2359682
-1041.496	2361994
-1024.443	2359435
-1007.426	2350219
-1000.37	2358581
-1000.382	2351644
-996.9666	2362360
-993.5673	2360170
-990.0991	2358260
-986.8016	2352796
-983.4249	2351892
-980.0168	2348148
-976.5501	2348113
-973.1976	2350139
-969.736	2348991
-966.3661	2355420
-963.0306	2355474
-959.5848	2357956
-956.1388	2347549
-952.7379	2347632
-949.3299	2353453
-946.0309	2353193
-942.5833	2354328
-939.1182	2356708
-935.8072	2354939
-932.3819	2358121
-928.9464	2362312
-925.457	2355352
-922.1536	2345878
-918.681	2360183
-915.3613	2361866
-911.9517	2352804
-908.5801	2366424
-905.1627	2346343
-901.7643	2356894
-898.2803	2354967
-895.1679	2354394
-891.7531	2353224
-888.1842	2353587
-884.913	2352142
-881.5864	2350712
-878.1404	2353720
-874.6337	2353021
-871.3539	2362936
-867.9391	2364816
-864.5588	2371065
-861.1578	2365472
-857.7482	2355303
-854.4284	2356544
-850.9115	2357601
-847.5434	2358407
-844.1121	2355917
-840.7361	2353287
-837.4425	2353939
-833.9836	2348923
-830.6127	2353031
-827.0802	2353365
-823.79	2356775
-820.3353	2355969
-816.9395	2351718
-813.4329	2355171
-810.0441	2362735
-806.4667	2363903
-803.3355	2361090
-799.7841	2362036
-796.4936	2359511
-792.892	2357497
-789.5828	2355969
-786.1263	2363522
-782.8083	2359444
-779.5075	2361467
-776.0271	2362565
-772.6398	2354866
-769.1714	2361611
-765.7392	2363039
-762.3676	2359117
-758.9488	2368616
-755.55	2370578
-752.13	2361409
-748.8121	2367440
-745.3453	2362777
-741.9547	2364467
-738.5467	2364119
-735.1124	2365557
-731.7015	2363644
-728.3333	2367752
-724.9652	2365211
-721.6316	2358882
-718.0903	2359134
-714.7151	2363952
-711.4251	2361019
-707.9608	2364644
-704.5176	2362971
-701.1339	2366760
-697.7138	2366413
-694.2643	2360795
-690.8893	2366007
-687.5696	2356419
-684.1201	2357344
-680.6568	2372290
-677.2783	2363259
-674.0433	2367372
-670.6527	2371634
-667.3312	2353493
-663.8316	2370374
-660.4324	2365494
-657.0486	2364626
-653.6459	2365362
-650.2086	2364125
-646.8492	2368444
-643.3926	2365131
-639.983	2367490
-636.634	2361367
-633.1931	2366026
-629.8492	2362296
-626.4827	2365499
-622.9434	2368611
-619.5631	2365104
-616.2486	2367382
-612.7766	2366408
-609.4466	2363324
-606.0005	2369316
-602.6359	2361125
-599.183	2369662
-595.782	2366136
-592.3655	2358281
-588.9765	2370532
-585.6136	2367299
-582.2609	2360362
-578.8358	2371913
-575.4122	2365491
-572.0415	2365337
-568.5427	2370580
-565.178	2361356
-561.8826	2366927
-558.4071	2363655
-555.0702	2370211
-551.529	2369552
-548.2647	2368789
-544.8152	2364719
-541.3657	2365636
-538.0331	2361851
-534.5378	2372600
-531.2389	2370686
-527.8448	2372509
-524.4455	2370906
-521.0877	2365745
-517.5726	2371987
-514.1819	2365714
-510.7719	2366411
-507.4612	2372458
-504.0134	2366677
-500.5501	2369442
-496.9901	2371666
-493.6616	2371271
-490.3886	2366191
-486.7542	2370026
-483.5745	2372530
-480.2773	2372997
-476.8296	2369305
-473.3784	2373191
-470.1395	2370644
-466.6162	2369624
-463.1753	2372698
-459.8938	2372356
-456.3993	2369728
-452.8461	2372054
-449.5782	2378013
-446.0684	2367048
-442.6779	2378018
-439.1936	2370524
-435.9569	2375954
-432.6528	2373780
-429.0114	2370568
-425.793	2370220
-422.3354	2370926
-418.772	2363665
-415.6027	2374510
-412.0011	2367030
-408.7851	2370272
-405.3339	2371417
-401.9987	2376472
-398.5631	2370033
-394.9234	2375906
-391.64	2372585
-388.4153	2374031
-384.978	2369390
-381.4231	2373814
-378.2071	2376734
-374.5744	2371485
-371.4172	2373301
-367.9158	2379401
-364.5667	2372823
-361.2246	2376935
-357.6351	2370944
-354.3325	2375955
-350.9748	2376751
-347.2884	2371546
-344.1849	2379031
-340.6369	2371253
-337.3898	2374532
-334.0146	2375227
-330.3269	2376762
-327.1159	2373942
-323.7528	2374184
-320.3656	2377636
-317.0823	2377576
-313.6346	2382202
-310.1383	2375213
-306.8153	2374864
-303.1115	2381992
-300.0323	2379024
-296.6036	2379958
-293.0885	2378005
-289.5837	2382251
-286.4023	2379396
-283.0081	2376989
-279.3564	2384582
-276.0125	2381020
-272.6704	2377683
-269.2191	2381524
-265.991	2372767
-262.4058	2377498
-259.1942	2376795
-255.8312	2382363
-252.2192	2379747
-249.0344	2382320
-245.5451	2378756
-242.0145	2382214
-238.6342	2378435
-235.3836	2386401
-231.9478	2379168
-228.6697	2383210
-225.1564	2383549
-221.6723	2384478
-218.3059	2380723
-214.9309	2378460
-211.5645	2386280
-208.0977	2380559
-204.9042	2381560
-201.2679	2381072
-198.1246	2383438
-194.7582	2383685
-191.122	2391569
-187.9458	2378361
-184.2785	2390728
-181.0608	2387738
-177.4747	2386690
-174.1706	2374055
-170.965	2393351
-167.3599	2371594
-164.1162	2388756
-160.6876	2390096
-157.0409	2384710
-153.7334	2377208
-150.3082	2383928
-146.8638	2382216
-143.4888	2388404
-140.2884	2383924
-136.7231	2376279
-133.2996	2373141
-129.8397	2383513
-126.7046	2387031
-123.0775	2388486
-119.8409	2385127
-116.5695	2392563
-112.9316	2388684
-109.5254	2389094
-106.0275	2389038
-102.7847	2383839
-99.35004	2396472
-96.13923	2381486
-92.5134	2391940
-89.3441	2392462
-85.68718	2383994
-82.31212	2388642
-78.88172	2391575
-75.56993	2391740
-72.19391	2394128
-68.81528	2387571
-65.43154	2391262
-62.015	2401703
-58.62612	2390271
-55.27524	2396692
-51.79811	2390182
-48.30882	2394554
-44.96321	2398848
-41.52417	2398555
-38.20791	2394161
-34.78228	2400347
-31.36612	2393986
-27.93736	2398342
-24.57193	2406064
-21.14933	2397114
-17.73093	2403706
-14.19494	2402215
-10.82855	2398476
-7.432789	2407276
-4.036911	2413414
-0.7054605	2409056
2.777172	2418996
6.117569	2420610
9.620786	2428183
13.00442	2427822
16.2964	2435452
19.66807	2439017
23.21607	2442200
26.64482	2442199
30.01466	2448070
33.45733	2464084
36.8063	2469659
40.16233	2490977
43.64296	2486765
47.04577	2515447
50.34529	2529163
53.74977	2544660
57.10334	2556211
60.59271	2577854
64.00578	2594097
67.4189	2616821
71.06897	2626310
74.46652	2635130
77.77581	2647266
81.19673	2656105
84.47588	2654262
87.93166	2666256
91.50792	2650923
94.79988	2669127
98.21471	2672968
101.4601	2671933
104.8485	2673503
108.1117	2674592
111.7081	2673910
115.1974	2677981
118.2888	2685636
121.9457	2681548
125.2172	2682317
128.5438	2689721
131.8998	2690818
135.5584	2688779
138.9612	2696075
142.3051	2676756
145.784	2683939
149.1763	2675842
152.5514	2686125
155.8902	2683561
159.3016	2667339
162.6818	2683872
166.4891	2679162
169.8573	2682370
173.3154	2685427
176.8099	2685072
180.1446	2679041
183.3213	2683139
187.0181	2683483
190.2996	2685783
193.7906	2680548
197.1086	2678152
200.6017	2671815
203.9764	2675946
207.386	2673430
210.7594	2670908
214.0427	2659557
217.4663	2674253
221.0144	2663711
224.3531	2663206
227.5363	2655461
231.1499	2665364
234.5561	2652626
237.9259	2654307
241.3841	2648572
244.4634	2634266
248.1204	2632480
251.2012	2632652
254.9344	2624402
258.4012	2617936
261.7642	2612929
265.0959	2543887
268.6425	2553311
271.9742	2557001
275.2852	2546109
278.7018	2547132
282.1634	2534949
285.4986	2536928
288.9048	2459633
292.2955	2407371
295.7865	2401889
299.2118	2404653
302.4154	2402723
305.9462	2400720
309.3975	2389762
312.7404	2396602
316.2496	2391709
319.5416	2394883
322.8787	2387652
326.1758	2394057
329.5405	2389412
332.9978	2390324
336.4985	2387883
339.7816	2387813
343.2069	2387013
346.7187	2390725
350.028	2387478
353.3822	2385786
356.9096	2384043
360.2414	2387054
363.6026	2385625
367.0815	2385820
370.4565	2388127
373.8878	2382586
377.1754	2378208
380.6717	2378696
384.007	2378499
387.4478	2378622
390.8038	2377268
394.3138	2376849
397.6993	2381471
401.0171	2380615
404.4701	2385809
407.8989	2374609
411.2116	2375067
414.6092	2376970
418.0794	2370604
421.3557	2377797
424.8831	2375814
428.3447	2370483
431.6159	2370097
435.0084	2375844
438.4578	2373968
441.9107	2377350
445.1161	2371402
448.6314	2372493
451.9441	2370708
455.397	2375066
458.8794	2367964
462.2874	2380456
465.6676	2369156
468.9335	2374669
472.4713	2375624
475.9485	2373500
479.2717	2371301
482.7142	2370719
486.1135	2370630
489.4365	2371332
492.8566	2366873
496.1815	2370691
499.712	2365528
503.1376	2375479
506.4261	2373195
509.9465	2364528
513.3215	2371365
516.7035	2369144
520.0301	2372370
523.5402	2367762
526.8806	2367605
530.3265	2367393
533.654	2365230
537.158	2366737
540.4172	2366138
543.8615	2370796
547.1224	2364341
550.6497	2367869
554.0265	2368288
557.4327	2367158
560.8284	2369566
564.2278	2367182
567.6063	2369838
571.0351	2368877
574.5052	2367961
577.8976	2363596
581.2328	2363641
584.7187	2368452
587.9864	2365585
591.5102	2369744
594.8265	2370400
598.1791	2371230
601.5213	2360854
605.0226	2367958
608.3458	2373361
611.7658	2372520
615.2136	2369762
618.6319	2363554
622.1298	2361540
625.4997	2365929
628.869	2366477
632.1564	2365775
635.6639	2363904
639.1089	2367751
642.4719	2368375
645.8521	2357016
649.1268	2365184
652.7112	2366384
655.9929	2361572
659.3489	2361042
662.7914	2370846
666.2236	2372301
669.5801	2369251
673.041	2365432
676.4024	2363408
679.8415	2366480
683.3626	2369123
686.8693	2365127
690.2191	2365104
693.3693	2369549
696.7917	2361763
700.225	2358046
703.5341	2366911
707.0738	2370669
710.5612	2371252
713.957	2371305
717.1401	2362913
720.8196	2369465
724.1014	2367402
727.542	2364937
730.8636	2361259
734.2456	2364190
737.5289	2367145
741.0269	2369082
744.5972	2363729
748.0087	2371384
751.2073	2362198
754.6135	2366569
758.1826	2361573
761.374	2367850
764.8511	2359114
768.1225	2357990
771.66	2360699
775.113	2360856
778.4794	2363030
782.0068	2365095
785.3177	2367626
788.7725	2359148
792.1319	2365067
795.4723	2359462
799.0118	2358495
802.3851	2373230
806.4104	2372425
810.0535	2367469
813.2952	2348503
816.7404	2353481
819.8708	2361759
823.5018	2370632
826.7472	2358623
830.1845	2359111
833.7186	2366039
837.2148	2363965
840.6349	2358904
843.7938	2359258
847.4161	2355665
850.5542	2360909
853.9449	2359735
857.5864	2360457
861.0219	2358646
864.2103	2352894
867.7876	2357357
871.2162	2355305
874.5447	2358332
877.752	2356837
881.0993	2364245
884.5593	2358281
888.0418	2360802
891.3994	2360161
894.7634	2358986
898.248	2357143
901.1593	2362688
902.067	2350815
903.7495	2354649
905.5044	2359448
907.2473	2352790
908.9539	2356625
910.6846	2353639
912.4396	2356412
914.013	2355783
915.78	2357968
917.3051	2361209
919.169	2357950
920.9482	2356543
922.6426	2356039
924.2886	2356584
925.971	2356545
927.6776	2354157
929.4083	2356881
931.0785	2357243
932.8214	2351320
934.5401	2356032
936.2709	2360134
938.0379	2356884
939.6476	2354441
941.3663	2355407
943.0607	2354382
944.8036	2352605
946.4739	2348569
948.0958	2359800
949.8628	2355809
951.5815	2356422
953.2759	2361219
955.0551	2358539
956.7616	2351803
958.3834	2348846
960.1021	2355317
961.8571	2357148
963.5152	2356861
965.2823	2344998
966.8558	2358980
968.5865	2360663
970.3415	2352743
972.0481	2353373
973.8151	2355128
975.5459	2355227
977.0951	2357163
978.85	2357386
980.5082	2351772
982.2874	2357216
984.0182	2351998
985.4584	2346709
987.3344	2351006
988.9442	2353372
990.6265	2349024
992.3452	2349263
994.1122	2358122
995.7947	2354249
997.5012	2362536
999.1835	2345906
999.825	2357019
999.7645	2347942
1025.293	2356000
1059.332	2356432
1093.246	2342572
1127.247	2344194
1159.246	2354121
1193.232	2363731
1227.019	2347184
1263.22	2347077
1297.114	2342440
1331.173	2345361
1365.211	2357913
1399.041	2341427
1433.16	2354594
1467.094	2348967
1501.018	2348515
1535.059	2345485
1569.015	2345179
1602.975	2349252
1637.079	2343310
1671.006	2349930
1704.945	2345510
1738.929	2345298
1772.583	2340715
1806.626	2349415
1840.678	2344371
1874.491	2346953
1908.643	2347217
1942.606	2349311
1958.148	2350386
1975.117	2361367
1992.025	2359734
1999.674	2344813
1999.662	2351464
